DN,area_ha,class
"1",0.122,forest
"4",0.487,land
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.852,forest
"1",1.399,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",0.365,water
"3",0.122,water
"1",0.122,forest
"1",0.183,forest
"1",0.183,forest
"1",0.365,forest
"4",0.122,land
"3",0.122,water
"3",0.730,water
"1",0.122,forest
"1",0.061,forest
"1",0.608,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.365,water
"1",0.365,forest
"1",1.825,forest
"1",0.122,forest
"3",0.122,water
"1",0.122,forest
"4",0.122,land
"1",0.122,forest
"4",0.791,land
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.243,forest
"1",0.122,forest
"3",0.122,water
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"3",0.061,water
"1",1.582,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"4",0.122,land
"1",0.913,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",1.095,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.243,forest
"3",0.061,water
"1",0.061,forest
"1",0.365,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",0.183,land
"4",0.243,land
"1",0.608,forest
"1",0.608,forest
"3",0.122,water
"3",0.669,water
"1",0.304,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",2.008,forest
"3",0.061,water
"4",0.122,land
"4",0.365,land
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.548,forest
"1",0.061,forest
"4",7.787,land
"1",1.643,forest
"4",0.487,land
"1",0.122,forest
"1",0.122,forest
"1",0.548,forest
"1",0.183,forest
"1",0.061,forest
"3",0.973,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.304,forest
"1",10.099,forest
"1",0.608,forest
"1",0.183,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",0.122,land
"1",0.122,forest
"3",0.183,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",39.175,forest
"3",5.658,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.243,forest
"3",0.183,water
"4",0.061,land
"1",0.304,forest
"1",0.183,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.669,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.669,forest
"1",0.061,forest
"1",0.122,forest
"4",0.122,land
"1",0.973,forest
"4",0.061,land
"1",0.183,forest
"3",0.365,water
"3",0.852,water
"3",0.061,water
"3",0.426,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.487,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",1.521,forest
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.791,forest
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"4",0.243,land
"1",0.061,forest
"1",0.304,forest
"3",0.061,water
"1",0.365,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"1",0.183,forest
"3",0.183,water
"1",0.122,forest
"1",1.399,forest
"3",0.122,water
"3",0.304,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.973,forest
"1",0.365,forest
"3",0.061,water
"1",0.122,forest
"1",0.183,forest
"1",0.183,forest
"3",0.669,water
"1",0.183,forest
"3",0.608,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.730,forest
"1",0.122,forest
"1",0.487,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"1",0.122,forest
"1",0.183,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"4",0.061,land
"4",0.122,land
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.304,forest
"1",0.061,forest
"3",0.122,water
"3",0.304,water
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",1.399,forest
"3",2.069,water
"1",0.852,forest
"4",1.643,land
"1",0.973,forest
"3",0.608,water
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.304,forest
"1",0.183,forest
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.183,forest
"1",0.913,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",11.803,land
"1",0.487,forest
"1",0.061,forest
"3",3.833,water
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.487,forest
"1",0.243,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.183,forest
"1",0.061,forest
"4",0.487,land
"1",0.183,forest
"1",0.183,forest
"1",0.061,forest
"3",0.061,water
"3",0.669,water
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",1.034,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"1",0.426,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",1.825,forest
"1",0.061,forest
"3",0.365,water
"3",0.061,water
"3",0.243,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",0.122,land
"1",2.981,forest
"3",0.122,water
"1",0.061,forest
"4",0.122,land
"3",0.061,water
"4",0.061,land
"1",0.061,forest
"3",0.122,water
"1",1.095,forest
"1",0.122,forest
"3",0.669,water
"3",0.122,water
"3",0.183,water
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"3",0.122,water
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"4",0.304,land
"1",0.122,forest
"1",0.122,forest
"1",2.555,forest
"1",4.502,forest
"3",0.304,water
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"4",0.487,land
"4",0.183,land
"3",0.061,water
"3",0.061,water
"1",0.669,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",2.677,forest
"3",0.061,water
"4",0.061,land
"1",0.243,forest
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",7.240,land
"1",0.730,forest
"3",0.243,water
"3",0.791,water
"3",0.365,water
"1",1.704,forest
"1",0.243,forest
"1",0.304,forest
"1",0.122,forest
"4",0.061,land
"3",0.061,water
"4",0.061,land
"1",1.399,forest
"1",0.365,forest
"3",0.122,water
"1",0.183,forest
"1",0.183,forest
"4",0.061,land
"3",0.061,water
"3",0.122,water
"1",0.122,forest
"3",0.122,water
"3",0.730,water
"1",0.061,forest
"1",4.320,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",1.399,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"4",0.061,land
"1",0.304,forest
"3",0.061,water
"3",0.122,water
"1",0.061,forest
"3",2.495,water
"3",0.122,water
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.669,forest
"3",0.122,water
"1",1.399,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"3",0.061,water
"3",0.061,water
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"3",0.243,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.304,water
"1",0.365,forest
"1",0.669,forest
"1",0.304,forest
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"3",2.069,water
"3",0.183,water
"3",0.061,water
"3",0.304,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.183,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",0.669,land
"1",0.061,forest
"4",0.243,land
"3",0.122,water
"3",0.061,water
"3",0.243,water
"3",0.183,water
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.365,forest
"1",0.183,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"4",0.122,land
"1",0.122,forest
"1",0.183,forest
"3",0.122,water
"3",0.365,water
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.852,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"4",0.061,land
"3",0.122,water
"3",1.095,water
"1",0.122,forest
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",1.339,land
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"3",0.548,water
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.608,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"3",0.487,water
"3",4.016,water
"1",4.685,forest
"1",3.711,forest
"1",1.764,forest
"3",0.487,water
"1",0.183,forest
"1",0.122,forest
"3",0.304,water
"1",0.122,forest
"3",1.217,water
"1",0.243,forest
"1",0.122,forest
"4",0.061,land
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"4",1.399,land
"1",0.061,forest
"3",0.243,water
"3",0.061,water
"3",0.183,water
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",6.206,forest
"1",0.061,forest
"4",0.122,land
"1",0.426,forest
"3",0.061,water
"3",0.122,water
"3",0.426,water
"1",0.061,forest
"1",2.434,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.548,forest
"1",0.061,forest
"1",0.061,forest
"3",0.548,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.852,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.365,forest
"1",0.183,forest
"1",1.156,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"4",1.156,land
"3",0.243,water
"4",0.426,land
"3",2.312,water
"3",0.304,water
"1",0.061,forest
"3",0.061,water
"3",0.122,water
"3",0.791,water
"1",0.061,forest
"1",0.487,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"4",0.122,land
"4",3.833,land
"3",0.061,water
"1",0.122,forest
"3",0.122,water
"3",0.122,water
"1",0.487,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.974,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"3",0.061,water
"3",4.138,water
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.426,forest
"1",0.061,forest
"1",0.608,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"1",0.061,forest
"3",0.122,water
"1",0.183,forest
"3",0.122,water
"3",0.730,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.183,forest
"1",0.122,forest
"1",0.487,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"4",0.122,land
"4",0.122,land
"4",0.122,land
"3",0.183,water
"3",0.852,water
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.852,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"3",1.947,water
"1",0.365,forest
"3",0.669,water
"3",0.548,water
"1",0.426,forest
"1",0.122,forest
"4",0.061,land
"4",0.061,land
"1",0.061,forest
"1",1.825,forest
"4",0.061,land
"4",0.243,land
"3",0.061,water
"3",0.548,water
"3",0.183,water
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"3",0.183,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"3",0.122,water
"3",0.243,water
"3",0.183,water
"1",0.061,forest
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.426,forest
"1",0.061,forest
"1",0.122,forest
"1",0.426,forest
"1",0.061,forest
"1",0.608,forest
"1",1.460,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"4",1.034,land
"3",0.061,water
"3",0.183,water
"3",0.061,water
"3",0.304,water
"1",0.061,forest
"1",0.852,forest
"1",0.183,forest
"1",0.365,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"3",0.243,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"3",0.122,water
"3",0.122,water
"4",0.243,land
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.183,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.365,forest
"1",0.243,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"4",0.243,land
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",6.632,forest
"4",0.061,land
"3",0.122,water
"3",0.122,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.304,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",1.156,forest
"3",0.304,water
"1",0.243,forest
"1",0.365,forest
"1",0.122,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"3",0.183,water
"4",0.183,land
"4",0.183,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"4",0.608,land
"1",2.495,forest
"1",0.243,forest
"1",0.365,forest
"1",0.183,forest
"4",0.122,land
"4",1.460,land
"4",0.487,land
"4",0.122,land
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.243,forest
"3",0.122,water
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.426,forest
"1",0.061,forest
"1",0.365,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.548,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"4",0.061,land
"3",0.122,water
"3",0.122,water
"4",0.061,land
"4",0.365,land
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.183,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.548,forest
"4",3.286,land
"1",1.217,forest
"4",0.061,land
"4",0.183,land
"4",0.061,land
"4",0.183,land
"3",0.122,water
"1",0.061,forest
"1",0.304,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.487,forest
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.365,forest
"1",0.243,forest
"4",0.122,land
"4",1.278,land
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"3",0.122,water
"1",0.548,forest
"1",0.061,forest
"1",0.061,forest
"1",0.365,forest
"1",0.487,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.122,forest
"4",0.122,land
"4",0.061,land
"4",0.061,land
"4",0.243,land
"3",0.122,water
"3",0.122,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.548,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"4",0.243,land
"4",0.122,land
"4",0.609,land
"3",0.061,water
"3",0.122,water
"3",0.061,water
"3",0.122,water
"1",0.243,forest
"1",0.243,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.304,forest
"4",0.061,land
"1",0.183,forest
"3",0.061,water
"4",0.183,land
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.183,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"4",0.061,land
"4",0.061,land
"3",0.061,water
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"1",2.008,forest
"1",0.365,forest
"1",0.426,forest
"1",0.426,forest
"1",0.122,forest
"4",0.609,land
"4",0.304,land
"3",0.183,water
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"1",0.122,forest
"4",2.191,land
"4",0.183,land
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"3",0.426,water
"1",0.304,forest
"1",0.243,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"1",0.183,forest
"1",0.243,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"4",0.122,land
"1",0.122,forest
"4",1.217,land
"3",0.791,water
"1",0.061,forest
"1",0.183,forest
"1",0.061,forest
"1",0.304,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.183,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.183,forest
"4",0.183,land
"4",1.156,land
"4",0.304,land
"1",0.061,forest
"1",0.122,forest
"1",9.189,forest
"1",0.122,forest
"3",0.669,water
"1",0.061,forest
"1",0.365,forest
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.426,forest
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.243,forest
"1",0.243,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",0.061,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
