DN,area,Class
"1",0.061,forest
"1",0.243,forest
"1",0.122,forest
"1",0.304,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.304,land
"1",0.061,forest
"3",0.182,water
"4",0.122,land
"1",0.122,forest
"3",0.243,water
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"1",0.304,forest
"1",0.182,forest
"1",0.182,forest
"3",0.122,water
"1",0.061,forest
"1",0.061,forest
"1",0.243,forest
"1",1.216,forest
"1",0.061,forest
"1",0.061,forest
"1",1.277,forest
"1",0.182,forest
"1",0.061,forest
"4",0.122,land
"4",0.304,land
"4",0.243,land
"1",0.122,forest
"4",0.061,land
"3",0.122,water
"3",0.122,water
"3",0.547,water
"1",0.547,forest
"4",0.122,land
"1",0.122,forest
"3",0.182,water
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"4",0.182,land
"1",0.122,forest
"3",0.061,water
"1",0.122,forest
"1",1.155,forest
"4",0.304,land
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"3",0.122,water
"1",0.486,forest
"1",0.061,forest
"4",0.243,land
"4",0.182,land
"1",0.122,forest
"1",22.008,forest
"1",0.061,forest
"1",0.122,forest
"4",0.182,land
"3",0.122,water
"1",0.851,forest
"4",1.216,land
"1",0.730,forest
"4",2.067,land
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"3",0.182,water
"1",0.061,forest
"1",0.243,forest
"4",0.061,land
"1",0.122,forest
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"3",0.122,water
"1",0.061,forest
"3",0.182,water
"3",0.122,water
"3",0.061,water
"3",0.243,water
"4",3.101,land
"3",1.885,water
"1",0.061,forest
"3",0.122,water
"4",0.365,land
"3",0.061,water
"4",1.094,land
"3",0.182,water
"4",0.061,land
"3",0.061,water
"1",0.061,forest
"1",0.365,forest
"1",0.122,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"4",0.061,land
"4",0.122,land
"3",0.061,water
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",1.094,forest
"1",0.122,forest
"1",0.061,forest
"1",0.304,forest
"1",2.310,forest
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"4",1.520,land
"4",0.061,land
"3",0.122,water
"3",0.061,water
"4",0.122,land
"3",0.122,water
"4",0.365,land
"3",0.365,water
"4",0.182,land
"4",0.122,land
"4",0.061,land
"4",0.122,land
"4",0.304,land
"1",0.243,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.122,water
"4",0.122,land
"3",0.061,water
"1",0.304,forest
"3",0.486,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.486,forest
"1",0.122,forest
"1",0.122,forest
"4",0.243,land
"3",0.061,water
"3",0.061,water
"3",0.182,water
"3",0.243,water
"4",0.122,land
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.304,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"1",0.182,forest
"1",0.547,forest
"1",0.122,forest
"1",0.182,forest
"1",0.243,forest
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"4",0.486,land
"1",0.122,forest
"1",0.790,forest
"3",0.243,water
"1",0.061,forest
"1",0.547,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.304,forest
"1",0.122,forest
"1",0.061,forest
"3",0.061,water
"4",0.122,land
"4",1.338,land
"3",0.061,water
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"3",0.182,water
"1",0.182,forest
"1",0.061,forest
"3",0.182,water
"1",0.669,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"3",0.061,water
"1",0.365,forest
"3",0.061,water
"3",0.243,water
"3",0.061,water
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",1.155,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.243,forest
"1",0.243,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.122,forest
"4",0.061,land
"1",0.365,forest
"4",0.061,land
"4",0.122,land
"1",0.730,forest
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.486,forest
"4",0.122,land
"3",0.061,water
"4",0.547,land
"4",0.122,land
"1",0.365,forest
"1",5.715,forest
"4",2.432,land
"1",0.669,forest
"4",0.122,land
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"4",0.304,land
"1",0.061,forest
"4",0.122,land
"1",0.061,forest
"3",0.182,water
"1",0.061,forest
"4",0.061,land
"1",0.182,forest
"4",0.122,land
"1",0.122,forest
"4",0.061,land
"1",0.122,forest
"1",0.243,forest
"1",0.122,forest
"1",0.790,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.182,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"4",0.365,land
"1",0.061,forest
"4",0.122,land
"1",0.122,forest
"1",0.122,forest
"3",0.243,water
"3",0.061,water
"1",0.243,forest
"4",0.365,land
"3",0.061,water
"1",0.182,forest
"4",0.122,land
"1",0.061,forest
"4",0.122,land
"4",0.061,land
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"4",0.182,land
"4",0.122,land
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"3",0.122,water
"1",0.122,forest
"4",0.061,land
"4",0.122,land
"1",0.243,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"1",0.486,forest
"1",0.061,forest
"3",0.243,water
"4",0.547,land
"3",0.061,water
"4",0.182,land
"1",0.304,forest
"3",0.122,water
"4",0.061,land
"1",0.122,forest
"1",0.122,forest
"1",0.061,forest
"1",0.365,forest
"4",0.061,land
"4",0.122,land
"1",0.061,forest
"3",0.122,water
"1",0.182,forest
"1",0.122,forest
"1",0.182,forest
"1",0.122,forest
"1",0.122,forest
"1",0.122,forest
"3",0.122,water
"3",0.061,water
"4",0.243,land
"4",0.061,land
"4",0.061,land
"4",0.061,land
"3",0.304,water
"4",0.182,land
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"4",0.426,land
"1",0.122,forest
"3",0.122,water
"1",0.182,forest
"4",0.061,land
"1",0.122,forest
"1",0.061,forest
"1",0.122,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.122,forest
"1",0.122,forest
"1",0.182,forest
"1",0.061,forest
"1",0.547,forest
"1",0.061,forest
"1",0.061,forest
"3",5.654,water
"1",2.979,forest
"1",3.344,forest
"3",8.694,water
"1",0.608,forest
"4",8.755,land
"1",5.350,forest
"1",1.581,forest
"3",13.132,water
"1",8.633,forest
"4",2.250,land
"4",3.162,land
"3",0.304,water
"1",0.304,forest
"1",2.128,forest
"4",0.365,land
"1",0.730,forest
"1",0.426,forest
"1",0.304,forest
"3",4.742,water
"3",0.365,water
"4",1.034,land
"1",1.824,forest
"1",0.973,forest
"4",0.851,land
"4",3.648,land
"4",0.486,land
"4",0.122,land
"3",1.216,water
"4",0.486,land
"4",0.486,land
"3",0.730,water
"1",0.122,forest
"3",0.669,water
"4",0.243,land
"4",23.102,land
"3",0.243,water
"3",0.243,water
"1",0.790,forest
"1",0.304,forest
"1",0.122,forest
"1",1.034,forest
"4",0.365,land
"4",0.122,land
"4",0.486,land
"3",0.182,water
"3",0.243,water
"1",0.122,forest
"4",0.243,land
"4",1.216,land
"4",4.499,land
